MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Renovated,latitude,longitude,isu_dist,airport_dist,downtown_dist,price_per_area
527354040,1872,5.382917135087532,1-STORY 1946 & NEWER ALL STYLES,RL,1.9030899869919435,18.460358490479592,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,0.8725028398084707,2.0,CBlock,2.754406441726428,2.4341454443074553,2.7219867696906777,6.0,929.0,4.119873494213048,0.0,916.0,1845.0,GasA,2.6953520732144733,1.0,SBrkr,1872,0,0,0.0,1.0,2,0,3,1,0.9106778858731488,6,7.0,1,1.8756322044586435,Attchd,1988.0,3.0,2.0,604.0,2.11249557097178,3.0,2.0,197,39,0,0,0,0,0.08467418783409197,0.0,None,0,6,2006,WD ,Normal,No,42.05326280100717,-93.63574211446308,1.8087404632304367,4.389345033924097,2.068721963193159,129.00641025641025
916226030,1501,5.382917135087532,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,1.6232492903979006,15.386891523170295,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,1.8265931494113017,2.0,CBlock,2.754406441726428,2.4341454443074553,2.7219867696906777,6.0,893.0,4.119873494213048,0.0,384.0,1277.0,GasA,2.6953520732144733,1.0,SBrkr,1501,0,0,1.0,0.0,2,0,2,1,2.2636393278340137,6,7.0,1,1.8756322044586435,Attchd,1986.0,3.0,2.0,512.0,2.11249557097178,3.0,2.0,240,0,0,0,0,0,0.08467418783409197,0.0,None,0,7,2008,WD ,Normal,No,42.0045186106386,-93.63987969468069,1.6329525496160546,1.3331535314510976,1.8810226935012049,160.89273817455032
528480130,1550,5.382017042574868,2-STORY 1946 & NEWER,FV,1.8129133566428557,17.610478879243537,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,812.0,4.119873494213048,0.0,280.0,1092.0,GasA,4.0,1.0,SBrkr,1112,438,0,1.0,0.0,2,0,2,1,2.2636393278340137,7,7.0,0,0.0,Attchd,2007.0,3.0,2.0,438.0,2.11249557097178,3.0,2.0,0,168,0,0,0,0,0.08467418783409197,0.0,None,0,10,2009,WD ,Normal,Yes,42.05141960255021,-93.6427686299776,1.625447175528607,4.338121564971302,2.147886980920932,155.48387096774192
527364030,1884,5.381836799998343,2-STORY 1946 & NEWER,FV,1.845098040014257,17.11097546102927,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,2.4316970238237707,6.0,622.0,4.119873494213048,0.0,304.0,926.0,GasA,4.0,1.0,SBrkr,1016,868,0,1.0,0.0,2,1,3,1,4.0,7,7.0,1,5.0,Attchd,2003.0,2.5752869056400822,2.0,581.0,2.11249557097178,3.0,2.0,0,35,0,0,0,0,0.08467418783409197,0.0,None,0,6,2009,WD ,Normal,No,42.049018222222216,-93.639552,1.480211385385479,4.138566651094139,1.9166316998653647,127.86624203821657
534127080,2411,5.380301710305184,2-STORY 1946 & NEWER,RL,1.9030899869919435,17.55804427538706,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,915.0,4.119873494213048,0.0,93.0,1008.0,GasA,2.191491427869529,1.0,SBrkr,1403,1008,0,1.0,0.0,2,1,4,1,0.9106778858731488,8,7.0,1,0.18694671197144785,Attchd,1970.0,2.5752869056400822,2.0,570.0,2.11249557097178,3.0,2.0,0,192,0,0,0,0,0.08467418783409197,0.0,None,0,6,2007,WD ,Normal,No,42.04792033420711,-93.63505340174689,1.4665732747246942,4.019776059868206,1.7271066176425294,99.56449605972624
534177180,2614,5.380211241711607,2-STORY 1946 & NEWER,RL,1.954242509439325,18.592812136111547,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.1799343302297918,956.0,3.3605852767227464,182.0,384.0,1522.0,GasA,2.191491427869529,1.0,SBrkr,1548,1066,0,0.0,0.0,2,1,4,1,0.9106778858731488,9,7.0,1,1.8756322044586435,Attchd,1974.0,2.5752869056400822,2.0,624.0,2.11249557097178,3.0,2.0,38,243,0,0,0,0,0.08467418783409197,0.0,None,0,6,2008,WD ,Normal,Yes,42.043751487782544,-93.63124205592922,1.29263111638486,3.706338254346512,1.3798680471799936,91.8133129303749
906426195,1953,5.380211241711607,2-STORY 1946 & NEWER,RL,1.953105612240588,24.84758795379841,1.0,None,0.0037911103834481494,Low,AllPub,Corner,1.0809763062605158,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,2.7219867696906777,6.0,985.0,4.119873494213048,0.0,595.0,1580.0,GasA,4.0,1.0,SBrkr,1079,874,0,1.0,0.0,2,1,3,1,2.2636393278340137,9,7.0,2,0.8521619699819087,Attchd,1992.0,3.0,2.0,501.0,2.11249557097178,3.0,2.0,216,231,0,0,0,0,0.08467418783409197,0.0,None,0,6,2007,WD ,Normal,No,42.02775,-93.679215,1.7790033387632225,3.90670615293006,3.1506538288344377,122.88786482334869
907280040,2098,5.380211241711607,2-STORY 1946 & NEWER,RL,1.8750612633917,18.09967527950204,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1040.0,1040.0,GasA,4.0,1.0,SBrkr,1044,1054,0,0.0,0.0,2,1,4,1,2.2636393278340137,9,7.0,1,1.8756322044586435,Attchd,1997.0,3.0,2.0,621.0,2.11249557097178,3.0,2.0,331,38,0,0,0,0,0.08467418783409197,0.0,None,0,4,2010,WD ,Normal,No,42.018718630703006,-93.68075964229428,1.9638684711736865,3.594428508647741,3.2716762322150714,114.39466158245949
902329030,2268,5.380211241711607,2-STORY 1945 & OLDER,RM,1.6989700043360187,17.959155473204056,1.0,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.8265931494113017,1.4825494664808143,Stone,0.377374015537109,1.0279444408668477,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,346.0,346.0,GasA,4.0,1.0,SBrkr,1157,1111,0,0.0,0.0,3,0,3,1,2.2636393278340137,7,7.0,0,0.0,Detchd,2003.0,1.1946754417305403,2.0,624.0,2.11249557097178,3.0,0.0,0,108,0,0,0,0,0.08467418783409197,0.0,None,0,4,2010,WD ,Normal,Yes,42.028224122448975,-93.61225077551019,1.6670534610887635,2.6533031916969487,0.3234680444761131,105.82010582010582
527132090,1478,5.380211241711607,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,1.7853298350107671,17.286998293194756,1.0,None,0.9017818831033207,Lvl,AllPub,Corner,2.0,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.8725028398084707,2.0,PConc,2.754406441726428,2.4341454443074553,2.7219867696906777,6.0,341.0,4.119873494213048,0.0,1077.0,1418.0,GasA,4.0,1.0,SBrkr,1478,0,0,1.0,0.0,2,0,2,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1998.0,3.0,2.0,495.0,2.11249557097178,3.0,2.0,168,43,0,0,0,0,0.08467418783409197,0.0,None,0,7,2009,WD ,Normal,No,42.06152173624419,-93.63324758470863,2.3927556346626875,4.93626210057236,2.5502474386165335,162.3815967523681
528429070,1578,5.380211241711607,1-STORY 1946 & NEWER ALL STYLES,RL,1.869231719730976,19.3230647444405,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,1.8265931494113017,2.0,PConc,5.0,2.4341454443074553,1.8576374438380683,6.0,1096.0,4.119873494213048,0.0,482.0,1578.0,GasA,2.6953520732144733,1.0,SBrkr,1578,0,0,1.0,0.0,2,0,3,1,2.2636393278340137,7,7.0,1,2.2533270170006707,Attchd,2006.0,1.1946754417305403,3.0,642.0,2.11249557097178,3.0,2.0,0,26,0,0,0,0,0.08467418783409197,0.0,None,0,5,2008,WD ,Normal,No,42.055541504728296,-93.64257687432331,1.910030927484348,4.612164344619877,2.3776780919194698,152.09125475285168
907285040,2090,5.380211241711607,2-STORY 1946 & NEWER,RL,1.9030899869919435,18.323424905619987,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,438.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,1079.0,4.119873494213048,0.0,141.0,1220.0,GasA,4.0,1.0,SBrkr,1220,870,0,1.0,0.0,2,1,3,1,2.2636393278340137,8,7.0,1,1.8756322044586435,Attchd,1995.0,2.5752869056400822,2.0,556.0,2.11249557097178,3.0,2.0,0,65,0,0,0,0,0.08467418783409197,0.0,None,0,12,2007,WD ,Normal,Yes,42.01784808346278,-93.68127120441729,2.0087860007740552,3.584589080393362,3.307822203637401,114.83253588516745
914465055,1710,5.380211241711607,1-STORY 1946 & NEWER ALL STYLES,RL,1.6334684555795864,19.0011385284112,1.0,None,0.9017818831033207,Lvl,AllPub,CulDSac,2.0,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,1.8265931494113017,2.0,PConc,5.0,2.4341454443074553,2.4316970238237707,3.3676872539035188,0.0,4.119873494213048,0.0,1710.0,1710.0,GasA,4.0,1.0,SBrkr,1710,0,0,0.0,0.0,2,0,3,1,2.2636393278340137,7,7.0,1,2.2533270170006707,Attchd,2004.0,3.0,2.0,550.0,2.11249557097178,3.0,2.0,100,48,0,0,180,0,0.08467418783409197,0.0,None,0,4,2009,WD ,Normal,Yes,41.997136986872896,-93.6072027855146,2.867896128943153,0.8931563831822908,2.09222008217318,140.3508771929825
907262060,2327,5.380211241711607,2-STORY 1946 & NEWER,RL,1.6127838567197357,18.626877686967987,1.0,None,0.0037911103834481494,Lvl,AllPub,CulDSac,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1129.0,1129.0,GasA,4.0,1.0,SBrkr,1129,1198,0,0.0,0.0,2,1,4,1,2.2636393278340137,9,7.0,1,2.2533270170006707,BuiltIn,2003.0,2.5752869056400822,2.0,596.0,2.11249557097178,3.0,2.0,0,57,0,0,0,0,0.08467418783409197,0.0,None,0,8,2008,WD ,Normal,No,42.015997999999996,-93.687873,2.3717582905198293,3.8170713297834884,3.6654800713086004,103.13708637730984
905425125,2358,5.380211241711607,1.5 STORY FINISHED ALL AGES,RL,1.8750612633917,24.189047895229827,1.0,None,0.0037911103834481494,Bnk,AllPub,Inside,2.0,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,907.0,907.0,GasA,2.191491427869529,1.0,SBrkr,1307,1051,0,0.0,0.0,3,0,5,1,0.9106778858731488,10,7.0,1,2.2533270170006707,Detchd,1908.0,1.1946754417305403,2.0,360.0,0.6755551026356104,3.0,2.0,486,40,0,0,175,0,0.08467418783409197,0.0,None,0,9,2008,WD ,Normal,Yes,42.028390737082795,-93.66326472996441,0.9587589499796516,3.3670463485113364,2.332609547101713,101.78117048346056
527108040,1801,5.380030247967831,2-STORY 1946 & NEWER,RL,1.8573324964312683,18.481508979691874,1.0,None,0.9017818831033207,HLS,AllPub,CulDSac,2.0,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,893.0,893.0,GasA,4.0,1.0,SBrkr,901,900,0,0.0,0.0,2,1,3,1,2.2636393278340137,8,7.0,1,2.2533270170006707,Attchd,2005.0,3.0,3.0,800.0,2.11249557097178,3.0,2.0,0,116,0,0,0,0,0.08467418783409197,0.0,None,0,6,2006,WD ,Normal,No,42.063104345830546,-93.63661639084272,2.463900457249826,5.067432745910066,2.7106222026840685,133.2037756801777
906378110,1468,5.380030247967831,1-STORY 1946 & NEWER ALL STYLES,RL,1.8512583487190752,18.02647421453432,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,2.7219867696906777,3.3676872539035188,0.0,4.119873494213048,0.0,1468.0,1468.0,GasA,4.0,1.0,SBrkr,1468,0,0,0.0,0.0,2,0,3,1,2.2636393278340137,6,7.0,1,2.2533270170006707,Attchd,2008.0,2.5752869056400822,3.0,904.0,2.11249557097178,3.0,2.0,192,142,0,0,0,0,0.08467418783409197,0.0,None,0,6,2009,WD ,Normal,No,42.02618222242579,-93.68945516172742,2.309023922386129,4.253908067337638,3.676206432674498,163.41961852861039
906223080,1879,5.380030247967831,2-STORY 1946 & NEWER,RL,1.9294189257142929,18.513859743361486,1.0,None,3.0,Lvl,AllPub,Corner,2.0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,1.4825494664808143,PConc,2.754406441726428,3.0,1.8576374438380683,6.0,474.0,4.119873494213048,0.0,605.0,1079.0,GasA,4.0,1.0,SBrkr,1079,800,0,1.0,0.0,2,1,3,1,2.2636393278340137,8,7.0,1,1.8756322044586435,Attchd,1993.0,2.5752869056400822,2.0,473.0,2.11249557097178,3.0,2.0,400,100,144,0,0,0,0.08467418783409197,0.6756228875617447,None,0,8,2009,WD ,Normal,Yes,42.03184067330635,-93.68201688920506,1.9421281360197915,4.202704654822023,3.314931234904772,127.6742948376796
906223210,2020,5.3793055177505815,2-STORY 1946 & NEWER,RL,1.9030899869919435,18.263082794204212,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,584.0,4.119873494213048,0.0,544.0,1128.0,GasA,4.0,1.0,SBrkr,1142,878,0,0.0,0.0,2,1,3,1,2.2636393278340137,8,7.0,1,1.8756322044586435,Attchd,1995.0,2.5752869056400822,2.0,466.0,2.11249557097178,3.0,2.0,0,155,0,0,0,0,0.08467418783409197,0.0,None,0,6,2009,WD ,Normal,No,42.03178910996331,-93.6822364738541,1.952826875113912,4.208597475945714,3.325755322896857,118.56435643564356
527146010,1734,5.3793055177505815,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,1.7558748556724917,17.563530345771145,1.0,None,0.9017818831033207,Lvl,AllPub,Corner,2.0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,741.0,4.119873494213048,0.0,846.0,1587.0,GasA,4.0,1.0,SBrkr,1734,0,0,1.0,0.0,2,0,2,1,2.2636393278340137,6,7.0,0,0.0,Attchd,1995.0,2.5752869056400822,2.0,528.0,2.11249557097178,3.0,2.0,52,50,0,0,0,0,0.08467418783409197,0.0,None,0,9,2009,WD ,Normal,Yes,42.06083153769405,-93.632335540537,2.3587618351355557,4.883660308128622,2.490681254305364,138.1199538638985
906380100,1800,5.378397900948138,1-STORY 1946 & NEWER ALL STYLES,RL,2.0863598306747484,18.943224152613148,1.0,None,0.9017818831033207,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,5.0,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1800.0,1800.0,GasA,4.0,1.0,SBrkr,1800,0,0,0.0,0.0,2,0,2,1,4.0,7,7.0,0,0.0,Attchd,2007.0,3.0,2.0,702.0,2.11249557097178,3.0,2.0,288,136,0,0,0,0,0.08467418783409197,0.0,None,0,5,2009,WD ,Normal,No,42.02548264949602,-93.6891139269998,2.2945198982114747,4.2117423075312015,3.6591458945949817,132.77777777777777
533241030,1950,5.378397900948138,2-STORY 1946 & NEWER,FV,1.8195439355418688,17.29559202186196,1.0,Pave,0.9017818831033207,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,2.7052722588006533,649.0,4.119873494213048,0.0,326.0,975.0,GasA,4.0,1.0,SBrkr,975,975,0,0.0,0.0,2,1,3,1,2.2636393278340137,7,7.0,1,1.8756322044586435,Detchd,1997.0,2.5752869056400822,2.0,576.0,2.11249557097178,3.0,2.0,0,10,0,0,198,0,0.08467418783409197,0.0,None,0,6,2007,WD ,Normal,Yes,42.04642609130458,-93.64113691664512,1.290614095147233,3.9834195534683565,1.8257338563723318,122.56410256410255
909281010,2345,5.378397900948138,2-STORY 1945 & OLDER,RL,1.9030899869919435,20.14120433736332,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,BrkTil,2.754406441726428,2.4341454443074553,1.8576374438380683,2.4720498500137325,503.0,4.119873494213048,0.0,449.0,952.0,GasA,2.191491427869529,1.0,SBrkr,1170,1175,0,0.0,0.0,2,1,4,1,0.9106778858731488,9,7.0,1,2.2533270170006707,Detchd,1932.0,1.1946754417305403,2.0,360.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,7,2006,WD ,Normal,Yes,42.017470836271116,-93.63975358571136,0.7631939613589079,2.072654455584885,1.275774354917157,101.91897654584221
909275310,2624,5.378397900948138,2-STORY 1945 & OLDER,RL,1.934498451243568,21.294249438828643,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,0.8725028398084707,2.0,BrkTil,2.754406441726428,2.4341454443074553,1.8576374438380683,2.7052722588006533,1128.0,4.119873494213048,0.0,242.0,1370.0,GasW,2.191491427869529,0.0,FuseA,1370,1254,0,1.0,0.0,2,1,4,1,0.9106778858731488,10,7.0,1,2.2533270170006707,Detchd,1918.0,1.1946754417305403,3.0,864.0,2.11249557097178,3.0,0.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,11,2007,WD ,Normal,Yes,42.01990042857143,-93.6442381632653,0.5532098306477045,2.328480874187312,1.4211019499565154,91.08231707317071
527190050,1767,5.378397900948138,2-STORY PUD - 1946 & NEWER,RL,1.6434526764861874,16.208728902924026,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.8265931494113017,1.4825494664808143,PConc,2.754406441726428,3.0,1.8576374438380683,6.0,495.0,3.3605852767227464,215.0,354.0,1064.0,GasA,2.6953520732144733,1.0,SBrkr,1064,703,0,1.0,0.0,2,0,2,1,2.2636393278340137,5,7.0,1,1.8756322044586435,Attchd,1987.0,2.5752869056400822,2.0,504.0,3.0,3.0,2.0,441,35,0,0,0,0,0.08467418783409197,0.0,None,0,6,2006,WD ,Normal,No,42.059395057966334,-93.63133082247809,2.2784172222500447,4.779685527308789,2.3807725757669065,135.25749858517258
528458180,1448,5.377488383376132,1-STORY 1946 & NEWER ALL STYLES,FV,1.8750612633917,17.340956743861476,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,24.0,4.119873494213048,0.0,1348.0,1372.0,GasA,4.0,1.0,SBrkr,1448,0,0,0.0,0.0,2,0,2,1,2.2636393278340137,6,7.0,1,2.2533270170006707,Attchd,2006.0,2.5752869056400822,2.0,692.0,2.11249557097178,3.0,2.0,0,140,0,0,0,0,0.08467418783409197,0.0,None,0,6,2009,WD ,Normal,Yes,42.05031279999999,-93.64816259999999,1.5567515150259252,4.341741547509181,2.266906735923034,164.70994475138122
906203140,2127,5.376576957056511,2-STORY 1946 & NEWER,RL,2.012837224705172,19.28797945447704,1.0,None,0.9017818831033207,Lvl,AllPub,Corner,2.0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.8265931494113017,2.0,PConc,5.0,2.4341454443074553,2.4316970238237707,2.7052722588006533,48.0,6.0,634.0,422.0,1104.0,GasA,4.0,1.0,SBrkr,912,1215,0,1.0,0.0,2,1,4,1,2.2636393278340137,8,7.0,1,1.8756322044586435,Attchd,1991.0,2.5752869056400822,3.0,833.0,2.11249557097178,3.0,2.0,72,192,224,0,0,0,0.08467418783409197,0.1022177495188724,None,0,11,2007,WD ,Normal,No,42.032548999999996,-93.683476,2.023646512446613,4.291046551210745,3.3953199132380116,111.89468735307943
909275110,1718,5.376576957056511,2-STORY 1945 & OLDER,RL,1.7781512503836436,17.218473199977456,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,1927,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,851.0,851.0,GasA,2.6953520732144733,1.0,SBrkr,867,851,0,0.0,0.0,2,1,4,1,2.2636393278340137,8,7.0,1,1.8756322044586435,Detchd,1927.0,1.1946754417305403,2.0,264.0,2.11249557097178,3.0,2.0,291,0,60,0,153,0,0.08467418783409197,0.1022177495188724,None,0,10,2007,WD ,Normal,Yes,42.018535675650746,-93.64257482447316,0.655712963417023,2.2046130801673565,1.3743067473046855,138.53317811408616
526353050,2117,5.375663613960885,1-STORY 1946 & NEWER ALL STYLES,RL,1.874677279162954,19.232561913105204,1.0,None,0.9017818831033207,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,2.4316970238237707,2.7052722588006533,865.0,4.119873494213048,0.0,340.0,1205.0,GasA,4.0,1.0,SBrkr,2117,0,0,0.0,0.0,2,1,4,1,0.9106778858731488,7,7.0,2,2.2533270170006707,Attchd,1970.0,3.0,2.0,550.0,2.11249557097178,3.0,2.0,0,42,0,0,0,0,0.08467418783409197,0.0,None,0,5,2008,WD ,Normal,No,42.0382834,-93.6107034,1.8874554595255253,3.350451437855176,0.90498752588875,112.18705715635332
906392110,1498,5.374748346010104,1-STORY 1946 & NEWER ALL STYLES,RL,1.8920946026904804,18.85922673608671,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,1.8265931494113017,2.0,PConc,5.0,2.4341454443074553,4.0,6.0,24.0,4.119873494213048,0.0,1474.0,1498.0,GasA,4.0,1.0,SBrkr,1498,0,0,0.0,0.0,2,0,3,1,2.2636393278340137,7,7.0,1,2.2533270170006707,Attchd,2005.0,3.0,3.0,844.0,2.11249557097178,3.0,2.0,144,98,0,0,0,0,0.08467418783409197,0.0,None,0,3,2009,WD ,Normal,Yes,42.02379443302653,-93.68912644511609,2.3066270022073283,4.146594676062169,3.6636159423958636,158.2109479305741
907251090,2031,5.374748346010104,2-STORY 1946 & NEWER,RL,1.8750612633917,18.13559592840364,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,804.0,4.119873494213048,0.0,324.0,1128.0,GasA,4.0,1.0,SBrkr,1128,903,0,1.0,0.0,2,1,3,1,2.2636393278340137,7,7.0,1,2.2533270170006707,Attchd,2002.0,2.5752869056400822,2.0,577.0,2.11249557097178,3.0,2.0,0,211,0,0,0,0,0.08467418783409197,0.0,None,0,3,2008,WD ,Normal,No,42.01834544467016,-93.68766481029269,2.3102696703185868,3.8850901936740114,3.6266919048355604,116.69128508124076
